date,open,high,low,close,volume
2024/10/18,5416.03 ,5774.14 ,5404.20 ,5640.02 ,3520.62 
2024/10/21,5680.56 ,5797.88 ,5631.23 ,5704.23 ,3599.66 
2024/10/22,5703.32 ,5779.30 ,5673.79 ,5753.85 ,3125.84 
2024/10/23,5745.11 ,5853.46 ,5727.77 ,5776.38 ,3361.68 
2024/10/24,5747.56 ,5759.87 ,5694.78 ,5726.70 ,2572.32 
2024/10/25,5735.29 ,5855.26 ,5729.44 ,5809.69 ,2995.90 
2024/10/28,5816.33 ,5883.72 ,5787.48 ,5883.72 ,3126.64 
2024/10/29,5903.31 ,5917.21 ,5807.29 ,5812.53 ,3324.82 
2024/10/30,5793.83 ,5869.11 ,5777.43 ,5837.93 ,3159.57 
2024/10/31,5839.98 ,5935.18 ,5812.03 ,5901.29 ,3774.54 
2024/11/1,5893.32 ,5934.20 ,5795.08 ,5831.82 ,4292.57 
2024/11/4,5835.39 ,5928.91 ,5835.39 ,5928.91 ,3427.77 
2024/11/5,5925.87 ,6119.25 ,5910.89 ,6111.97 ,4414.63 
2024/11/6,6134.92 ,6204.53 ,6081.81 ,6125.79 ,5023.24 
2024/11/7,6061.73 ,6240.76 ,6049.59 ,6239.56 ,4658.15 
2024/11/8,6306.80 ,6333.68 ,6206.29 ,6222.45 ,4700.80 
2024/11/11,6211.03 ,6330.80 ,6199.06 ,6330.62 ,4533.28 
2024/11/12,6349.23 ,6382.98 ,6205.10 ,6263.88 ,4526.85 
2024/11/13,6234.16 ,6282.28 ,6162.90 ,6259.84 ,3478.13 
2024/11/14,6240.61 ,6240.61 ,6068.66 ,6078.31 ,3173.36 
2024/11/15,6055.54 ,6093.42 ,5924.35 ,5924.48 ,3096.80 
2024/11/18,5940.49 ,5977.49 ,5799.91 ,5833.04 ,2964.23 
2024/11/19,5836.61 ,5936.93 ,5776.20 ,5936.60 ,2624.78 
2024/11/20,5920.32 ,6015.23 ,5909.11 ,5992.39 ,2610.05 
2024/11/21,5973.15 ,6009.63 ,5937.81 ,5985.31 ,2527.22 
2024/11/22,5969.08 ,5983.34 ,5750.25 ,5750.25 ,2676.76 
2024/11/25,5754.55 ,5774.82 ,5662.09 ,5735.65 ,2152.62 
2024/11/26,5727.37 ,5773.36 ,5688.58 ,5690.48 ,1701.87 
2024/11/27,5669.55 ,5805.64 ,5604.00 ,5804.94 ,2045.29 
2024/11/28,5802.80 ,5826.49 ,5749.29 ,5757.60 ,2043.58 
2024/11/29,5748.17 ,5899.87 ,5736.41 ,5851.94 ,2435.71 
2024/12/2,5853.71 ,5956.60 ,5848.42 ,5943.62 ,2572.13 
2024/12/3,5946.74 ,5954.66 ,5877.80 ,5932.12 ,2293.47 
2024/12/4,5929.48 ,5940.85 ,5850.91 ,5879.27 ,2342.13 
2024/12/5,5855.74 ,5923.62 ,5853.53 ,5901.99 ,2122.52 
2024/12/6,5903.50 ,6011.77 ,5877.04 ,5979.20 ,2556.01 
2024/12/9,5983.33 ,6004.23 ,5911.36 ,5947.11 ,2372.95 
2024/12/10,6132.29 ,6141.07 ,5982.58 ,5992.09 ,3247.11 
2024/12/11,5973.33 ,6051.47 ,5972.27 ,6047.11 ,2500.11 
2024/12/12,6048.78 ,6107.71 ,6023.23 ,6100.39 ,2583.81 
2024/12/13,6065.95 ,6065.95 ,5988.29 ,5988.29 ,3073.16 
2024/12/16,5983.16 ,5991.58 ,5888.04 ,5912.60 ,2417.91 
2024/12/17,5896.97 ,5924.62 ,5837.25 ,5848.16 ,2046.30 
2024/12/18,5861.26 ,5921.98 ,5853.16 ,5888.62 ,1932.82 
2024/12/19,5829.26 ,5918.49 ,5816.47 ,5901.92 ,2112.87 
2024/12/20,5889.95 ,5962.42 ,5889.95 ,5917.18 ,2211.33 
2024/12/23,5917.69 ,5935.15 ,5815.34 ,5818.55 ,2173.47 
2024/12/24,5827.16 ,5897.19 ,5827.16 ,5895.26 ,1961.13 
2024/12/25,5896.43 ,5897.51 ,5796.65 ,5840.29 ,1912.69 
2024/12/26,5830.72 ,5897.48 ,5830.72 ,5887.06 ,2017.23 
2024/12/27,5892.69 ,5975.79 ,5881.72 ,5899.17 ,2366.81 
2024/12/30,5890.46 ,5928.57 ,5867.85 ,5898.88 ,1961.83 
2024/12/31,5902.03 ,5905.46 ,5725.73 ,5725.73 ,2171.94 
2025/1/2,5717.92 ,5722.11 ,5498.82 ,5545.82 ,2200.79 
2025/1/3,5552.75 ,5581.40 ,5419.74 ,5427.80 ,1872.33 
2025/1/6,5421.07 ,5482.63 ,5384.33 ,5427.10 ,1567.44 
2025/1/7,5429.17 ,5485.58 ,5405.13 ,5484.68 ,1598.36 
2025/1/8,5462.32 ,5501.66 ,5326.93 ,5461.59 ,1811.41 
2025/1/9,5437.81 ,5493.68 ,5436.70 ,5456.59 ,1567.99 
